,year,female,male,Latitude,Longitude
United Kingdom,1999,1005,3443,54.7023545,-3.2765753
United Kingdom,2000,979,3311,54.7023545,-3.2765753
United Kingdom,2001,929,3199,54.7023545,-3.2765753
United Kingdom,2002,953,3164,54.7023545,-3.2765753
United Kingdom,2003,929,3050,54.7023545,-3.2765753
United Kingdom,2004,1021,3162,54.7023545,-3.2765753
United Kingdom,2005,993,3054,54.7023545,-3.2765753
United Kingdom,2006,936,3186,54.7023545,-3.2765753
United Kingdom,2007,872,3025,54.7023545,-3.2765753
United Kingdom,2008,959,3300,54.7023545,-3.2765753
United Kingdom,2009,933,3313,54.7023545,-3.2765753
United Kingdom,2010,963,3225,54.7023545,-3.2765753
United Kingdom,2011,960,3433,54.7023545,-3.2765753
United Kingdom,2012,932,3512,54.7023545,-3.2765753
United Kingdom,2013,993,3831,54.7023545,-3.2765753
United Kingdom,2014,1071,3717,54.7023545,-3.2765753
United Kingdom,2015,1178,3732,54.7023545,-3.2765753
United States,1985,6308,23138,39.7837304,-100.445882
United States,1986,6677,24215,39.7837304,-100.445882
United States,1987,6522,24261,39.7837304,-100.445882
United States,1988,6327,24061,39.7837304,-100.445882
United States,1989,6128,24090,39.7837304,-100.445882
United States,1990,6179,24716,39.7837304,-100.445882
United States,1991,6038,24752,39.7837304,-100.445882
United States,1992,6023,24448,39.7837304,-100.445882
United States,1993,6092,24992,39.7837304,-100.445882
United States,1994,5966,25157,39.7837304,-100.445882
United States,1995,5914,25358,39.7837304,-100.445882
United States,1996,5899,24980,39.7837304,-100.445882
United States,1997,6041,24476,39.7837304,-100.445882
United States,1998,6037,24521,39.7837304,-100.445882
United States,1999,5741,23442,39.7837304,-100.445882
United States,2000,5732,23611,39.7837304,-100.445882
United States,2001,5949,24658,39.7837304,-100.445882
United States,2002,6246,25399,39.7837304,-100.445882
United States,2003,6281,25196,39.7837304,-100.445882
United States,2004,6873,25555,39.7837304,-100.445882
United States,2005,6729,25900,39.7837304,-100.445882
United States,2006,6992,26300,39.7837304,-100.445882
United States,2007,7329,27267,39.7837304,-100.445882
United States,2008,7583,28447,39.7837304,-100.445882
United States,2009,7821,29079,39.7837304,-100.445882
United States,2010,8087,30275,39.7837304,-100.445882
United States,2011,8512,30996,39.7837304,-100.445882
United States,2012,8819,31777,39.7837304,-100.445882
United States,2013,9094,32049,39.7837304,-100.445882
United States,2014,9659,33110,39.7837304,-100.445882
United States,2015,10199,33990,39.7837304,-100.445882
Uruguay,1985,51,236,-32.8755548,-56.0201525
Uruguay,1986,57,205,-32.8755548,-56.0201525
Uruguay,1987,66,192,-32.8755548,-56.0201525
Uruguay,1988,56,212,-32.8755548,-56.0201525
Uruguay,1989,68,276,-32.8755548,-56.0201525
Uruguay,1990,66,249,-32.8755548,-56.0201525
Uruguay,1993,99,319,-32.8755548,-56.0201525
Uruguay,1994,78,328,-32.8755548,-56.0201525
Uruguay,1995,103,324,-32.8755548,-56.0201525
Uruguay,1996,86,307,-32.8755548,-56.0201525
Uruguay,1997,90,366,-32.8755548,-56.0201525
Uruguay,1998,106,415,-32.8755548,-56.0201525
Uruguay,1999,84,366,-32.8755548,-56.0201525
Uruguay,2000,94,461,-32.8755548,-56.0201525
Uruguay,2001,109,390,-32.8755548,-56.0201525
Uruguay,2002,141,534,-32.8755548,-56.0201525
Uruguay,2003,123,412,-32.8755548,-56.0201525
Uruguay,2004,108,412,-32.8755548,-56.0201525
Uruguay,2005,115,383,-32.8755548,-56.0201525
Uruguay,2006,136,392,-32.8755548,-56.0201525
Uruguay,2007,135,441,-32.8755548,-56.0201525
Uruguay,2008,112,411,-32.8755548,-56.0201525
Uruguay,2009,103,408,-32.8755548,-56.0201525
Uruguay,2010,126,421,-32.8755548,-56.0201525
Uruguay,2012,123,476,-32.8755548,-56.0201525
Uruguay,2013,123,423,-32.8755548,-56.0201525
Uruguay,2014,131,460,-32.8755548,-56.0201525
Uruguay,2015,131,499,-32.8755548,-56.0201525
Uzbekistan,1990,451,1008,41.32373,63.9528098
Uzbekistan,1991,354,1039,41.32373,63.9528098
Uzbekistan,1992,348,996,41.32373,63.9528098
Uzbekistan,1993,350,1005,41.32373,63.9528098
Uzbekistan,1994,342,1077,41.32373,63.9528098
Uzbekistan,1995,331,1154,41.32373,63.9528098
Uzbekistan,1996,367,1332,41.32373,63.9528098
Uzbekistan,1997,348,1206,41.32373,63.9528098
Uzbekistan,1998,368,1252,41.32373,63.9528098
Uzbekistan,1999,420,1375,41.32373,63.9528098
Uzbekistan,2000,464,1455,41.32373,63.9528098
Uzbekistan,2001,452,1462,41.32373,63.9528098
Uzbekistan,2002,399,1177,41.32373,63.9528098
Uzbekistan,2003,379,1037,41.32373,63.9528098
Uzbekistan,2004,308,943,41.32373,63.9528098
Uzbekistan,2005,300,921,41.32373,63.9528098
Uzbekistan,2009,376,1023,41.32373,63.9528098
Uzbekistan,2010,453,1011,41.32373,63.9528098
Uzbekistan,2011,517,1123,41.32373,63.9528098
Uzbekistan,2012,615,1220,41.32373,63.9528098
Uzbekistan,2013,628,1322,41.32373,63.9528098
Uzbekistan,2014,690,1405,41.32373,63.9528098
